ชื่อกลยุทธ์,หมวด,ลักษณะ,ตัวอย่างสถานการณ์,สาเหตุที่เกี่ยวข้องกับกลยุทธ์
ปิดเมือง,ยามพ่าย,ปิดช่องลมและช่องลับในกำแพงเมือง ทิ้งแต่ช่องหลักไว้ ก่อไฟหรือจุดควันภายนอกให้ศัตรูเห็นว่าร้าง จากนั้นปิดช่องหลักทันทีเมื่อศัตรูเข้าใกล้ แล้วปล่อยควัน–เสียงระเบิดภายในเมืองเพื่อสร้างความตื่นตระหนกและถ่วงเวลาให้หน่วยเราถอนกำลัง,จุดไฟและโคมควันบนกำแพงเมืองเบื้องนอก ให้ดูเหมือนไม่มีคนอยู่ พอข้าศึกมาถึงช่องหลักแล้วสั่งห้ามเปิดประตูทันที จากนั้นปล่อยควันและจุดระเบิดเสียงภายในกำแพง ทำให้ศัตรูตระหนก มึนงงจนไม่กล้าบุกซ้ำและค่อย ๆ ถอยออกไปเอง,เพราะการปิดช่องแสง–ช่องลมและใช้ “ลวงควันเสียง” ทำให้ศัตรูคิดว่าเป็นกับดัก ก่อนที่จะเปิดการโจมตีหน่วยซุ่ม เรายังใช้เวลาในการถอนกำลังออก หลังศัตรูยืดเยื้อไม่กล้าสู้ยกใหญ่ตามหลัก “ท่ามกลางแข็งกันอ่อน”
ไส้ศึก,ยามพ่าย,"หมายถึงเมื่อศัตรูแสร้งวางกลอุบายหลอกล่อให้เกิดการแตกแยกภายในกองทัพ ขาดความไว้ใจ พึงซ่อนกลอุบายสร้างแผนลวงให้ศัตรูเกิดความแตกร้าวฉาน ให้ศัตรูเกิดความระแวงสงสัยซึ่งกันและกัน ใช้ประโยชน์จากความระแวงแล้วฉวยโอกาสบุกเข้าโจมตีแย่งชัยชนะมาเป็นของตน คัมภีร์อี้จิงกล่าวว่า ""มีผู้แฝงอยู่ภายใน ไม่เสียหายแก่เรา"" โดยคำว่า ""ช่วย"" หมายความถึงเมื่อมีการช่วยเหลือจากภายในของศัตรู ย่อมเป็นประโยชน์ในการทำศึก จึงเป็นการสร้างขวัญและกำลังใจในการบุกเข้าโจมตีศัตรูให้ย่อยยับสิ้นซาก",การนำเอากลยุทธ์ไส้ศึกไปใช้ได้แก่ เกียวบี๋ที่แสร้งรับซัวต๋งและซัวโฉวนายทหารไส้ศึกของ โจโฉในคราวศึกเซ็กเพ็ก และวางกลอุบายซ้อนแผนเผากองทัพเรือของ โจโฉจนมอดวาย,"ไส้ศึก ยามพ่าย หมายถึงกลยุทธ์ที่ใช้เมื่อต้องเผชิญกับศัตรูที่พยายามสร้างความแตกแยกและขาดความไว้วางใจในกองทัพของตนเอง โดยฝ่ายเราใช้การสร้างแผนลวงให้ศัตรูเกิดความระแวงและสงสัยซึ่งกันและกัน จนทำให้กองทัพศัตรูแตกแยกอ่อนแอลง และฝ่ายเราก็ฉวยโอกาสบุกโจมตีเพื่อเอาชัยชนะ กลยุทธ์นี้เน้นการใช้ประโยชน์จากความขัดแย้งภายในศัตรูให้เป็นจุดอ่อนสำคัญ ตัวอย่างที่ใช้กลยุทธ์นี้คือ เกียวบี๋ ที่แสร้งรับไส้ศึกซัวต๋งและซัวโฉวนายทหารฝ่ายโจโฉในศึกเซ็กเพ็ก พร้อมวางแผนซ้อนเผากองทัพเรือโจโฉจนเสียหายอย่างหนัก สถานการณ์นี้แสดงให้เห็นการใช้ไส้ศึกเพื่อสร้างความแตกแยกในกองทัพศัตรูและทำลายขวัญกำลังใจของฝ่ายตรงข้ามอย่างได้ผล.
"
ไส้ศึก,ยามพ่าย,เมื่อศัตรูแสร้งวางกลอุบายให้เกิดความแตกแยกในกองทัพ พึงซ่อนกลอุบายฝ่ายตนเพื่อสร้างความระแวงให้ศัตรูสงสัยซึ่งกันและกัน แล้วฉวยโอกาสบุกโจมตีทำลายล้าง,เกียวบี๋รับซัวต๋งและซัวโฉวที่เป็นไส้ศึกของโจโฉเข้ามาร่วมกองทัพเรา แล้ววางกับดักให้ทั้งสองลอบเผาเรือโจโฉจนกองทัพเรือของโจโฉมอดวาย,เพราะใช้ความช่วยเหลือจากไส้ศึกภายในศัตรูให้เกิดประโยชน์ ทำให้ฝ่ายตรงข้ามเกิดความสับสน ไม่ทันระวังจังหวะถูกซ้ำจนพ่ายยับ
ไส้ศึก,ยามพ่าย,เมื่อศัตรูแสร้งวางกลอุบายให้เกิดความแตกแยกในกองทัพ พึงซ่อนกลอุบายฝ่ายตนเพื่อสร้างความระแวงให้ศัตรูสงสัยซึ่งกันและกัน แล้วฉวยโอกาสบุกโจมตีทำลายล้าง,ส่งสายลับปลอมเป็นขุนนางเข้าไปในราชสำนักข้าศึก สะสมข่าวลือว่ากองบัญชาการกำลังเตรียมย้ายที่ ประกาศคำสั่งปลอมให้แม่ทัพเลื่อนเสบียงไปผิดจุด ทำให้หน่วยต่าง ๆ ในกองทัพศัตรูสับสนแตกแยก ก่อนที่หน่วยเราจะโอบตัดกำลังหน้า–หลัง,เพราะการใช้ข้อมูลเท็จจากไส้ศึก ทำให้ศัตรูสั่งเคลื่อนพลผิดพลาด เกิดความขัดแย้งในหมู่แม่ทัพระดับรอง ส่งผลให้กำลังอ่อนแอลงทันที
ไส้ศึก,ยามพ่าย,เมื่อศัตรูแสร้งวางกลอุบายให้เกิดความแตกแยกในกองทัพ พึงซ่อนกลอุบายฝ่ายตนเพื่อสร้างความระแวงให้ศัตรูสงสัยซึ่งกันและกัน แล้วฉวยโอกาสบุกโจมตีทำลายล้าง,หลอกให้แม่ทัพข้าศึกเชื่อว่า “ทหารรักษาการ” ในกองทัพกำลังแอบช่วยเรา จึงดำเนินสอบสวนจับกุมจนเกิดการทะเลาะเบาะแว้งในหมู่แม่ทัพรอง–ระดับกลาง ฝ่ายเราจึงบุกเข้าทำลายกองหน้าในจังหวะที่ข้าศึกกำลังยุ่งกับการสืบสวน,เพราะการชี้นำให้ศัตรูสงสัยไส้ศึกในหมู่ของตนเอง ทำให้เขาเสียเวลาและขาดสมาธิในการรบ ฝ่ายเราจึงได้โอกาสเข้าทำลายกำลังหลักได้โดยง่าย
ไส้ศึก,ยามพ่าย,เมื่อศัตรูแสร้งวางกลอุบายให้เกิดความแตกแยกในกองทัพ พึงซ่อนกลอุบายฝ่ายตนเพื่อสร้างความระแวงให้ศัตรูสงสัยซึ่งกันและกัน แล้วฉวยโอกาสบุกโจมตีทำลายล้าง,แอบลอบส่งจดหมายปลอมในหมู่หน่วยยานยนต์ข้าศึกว่า “หน่วยราบกำลังจะโจมตีจุดซ่อมอาวุธ” ทำให้ทั้งสองฝ่ายสับสนต่างฝ่ายต่างยิงใส่กันเอง ฝ่ายเราจึงส่งกองรบสำรองบุกทะลวงเข้าทำลายกระแสกำลังของข้าศึกในช่วงที่กำลังสับสน,เพราะใช้ช่องโหว่ในการสื่อสารภายในกองทัพศัตรู ทำให้เขาสงสัยและเกิดความแตกร้าวในหมู่หน่วยงานต่าง ๆ ฝ่ายเราจึงสามารถบุกโจมตีในขณะที่ข้าศึกกำลังยุ่งกับการตอบโต้กันเอง
ไส้ศึก,ยามพ่าย,เมื่อศัตรูแสร้งวางกลอุบายให้เกิดความแตกแยกในกองทัพ พึงซ่อนกลอุบายฝ่ายตนเพื่อสร้างความระแวงให้ศัตรูสงสัยซึ่งกันและกัน แล้วฉวยโอกาสบุกโจมตีทำลายล้าง,วางแผนให้สายลับปลอมเป็นที่ปรึกษาแม่ทัพ ส่งข่าวลวงว่ามีพรรคพวกจากแคว้นอื่นกำลังเตรียมยกกำลังช่วยเหลือฝ่ายข้าศึก ทำให้แม่ทัพสั่งย้ายกำลังไปคุมแนวช่วยเหลือทันที เสียท่าเมื่อไม่มีทัพสำรอง เหลือเพียงกำลังอ่อนที่ถูกเราบุกกระหน่ำในจังหวะนั้น,เพราะใช้บทบาทที่ปรึกษามีตำแหน่งใกล้ชิดแม่ทัพ ค่อยปล่อยข่าวลวงให้เกิดความหวาดระแวงในหมู่ผู้บัญชาการระดับสูง เมื่อเขาเคลื่อนกำลังไปผิดจังหวะ ฝ่ายเราจึงสามารถโอบเข้าทำลายกำลังสำคัญได้ในขณะที่เขาขาดกำลังหนุนหลัง
ตีเรืออับปาง,ยามพ่าย,"หมายถึงเมื่อฝ่ายตรงข้ามกำลังเพลี่ยงพล้ำในการทำศึกสงคราม ควรถือโอกาสบุกเข้าโจมตีทันทีอย่าปล่อยให้หลุดรอดไปได้ ให้หลงเหลือแต่เพียงซากที่มิอาจฟื้นฟูกลับคืนมาได้ดังเดิม การทำลายขวัญและกำลังใจของศัตรู ให้เป็นฝ่ายเสียเปรียบในการทำศึกสงครามนั้นย่อมเป็นฝ่ายได้เปรียบมากกว่า คัมภีร์อี๋จิงกล่าวว่า ""อ่อนแอจงตี"" โดยคำว่า ""อ่อน"" หมายความถึง ""กองกำลังที่อ่อนแอ เพลี่ยงพล้ำในสงคราม เปรียบดุจปลาที่ไร้ซึ่งน้ำ หากปราศจากน้ำก็ตาย"" ซึ่งหมายความถึง เมื่อศัตรูเกิดความอ่อนแอและปราชัยในเชิงกลยุทธ์ของกองกำลังที่กำลังแตกพ่าย ย่อมส่งผลให้กองทัพและเหล่าทหารเสียขวัญและกำลังใจ เปรียบดุจการต่อสู้ครั้งสำคัญนั้นจักต้องทำลายให้ย่อยยับเป็นซาก",การนำเอากลยุทธ์ตีเรืออับปางไปใช้ได้แก่ ขงเบ้งที่วางกลอุบายให้เตงงายหลงเชื่อว่าเป็นบุตรของจูกัดเกี๋ยม เพื่อเป็นการแก้ไขสถานการณ์และบุกตีเมืองกิจิ๋ว,"ตีเรืออับปาง ยามพ่าย หมายถึงเมื่อฝ่ายตรงข้ามเกิดความเพลี่ยงพล้ำและอ่อนแอในการทำศึกสงคราม ฝ่ายเราไม่ควรปล่อยให้ศัตรูได้ฟื้นกำลัง แต่ควรรีบบุกโจมตีทันทีเพื่อทำลายขวัญและกำลังใจให้ย่อยยับจนไม่สามารถกลับฟื้นคืนได้อีก กลยุทธ์นี้เน้นการโจมตีช่วงที่ศัตรูเสียเปรียบอย่างรุนแรงเพื่อให้ชัยชนะเป็นของเราอย่างเด็ดขาด ตัวอย่างการใช้กลยุทธ์ตีเรืออับปางคือ ขงเบ้งที่วางแผนหลอกให้เตงงายหลงเชื่อว่าเป็นบุตรของจูกัดเกี๋ยม เพื่อแก้ไขสถานการณ์และบุกตีเมืองกิจิ๋ว สถานการณ์นี้แสดงให้เห็นการใช้จังหวะที่ศัตรูอ่อนแออย่างเต็มที่เพื่อบุกโจมตีและทำลายศัตรูจนสิ้นซากตามความหมายของกลยุทธ์นี้.
"
ตีเรืออับปาง,ยามพ่าย,เมื่อศัตรูปราชัยหรืออ่อนแอในการรบทางน้ำ ให้รีบดำเนินการจู่โจมฝูงเรือที่เหลืออยู่ ให้กลายเป็นซากปรักหักพัง ไม่เหลือซากเพื่อไม่ให้ฟื้นกำลังใหม่ เปรียบดุจปลาที่ขาดน้ำย่อมสิ้นใจ,ขงเบ้งปลอมตัวเป็นทูตส่งสารถึงเตงงายว่าตนเป็นบุตรจูกัดเกี๋ยม เตงงายจึงนำกองเรือยกมาสมทบ ทำให้ขงเบ้งใช้โอกาสกลางลำน้ำจู่โจมจนเรือเตงงายแตกเป็นอัมพาต รบพ่ายย่อยยับไม่อาจฟื้นฟูกองเรือคืนได้,เพราะการใช้แผนลวงเอา “เรือเสริม” มาในจังหวะอ่อนแอของศัตรู แล้วจู่โจมทันที ทำลายขวัญและซากกองเรือให้หมดสิ้น จึงตัดโอกาสศัตรูในการตั้งกองเรือใหม่ตามหลัก “อ่อนแอจงตี”
ตีเรืออับปาง,ยามพ่าย,เมื่อศัตรูปราชัยหรืออ่อนแอในการรบทางน้ำ ให้รีบดำเนินการจู่โจมฝูงเรือที่เหลืออยู่ ให้กลายเป็นซากปรักหักพัง ไม่เหลือซากเพื่อไม่ให้ฟื้นกำลังใหม่ เปรียบดุจปลาที่ขาดน้ำย่อมสิ้นใจ,หลังเรือศัตรูพลาดท่าโดนซุ่มโจมตีจนแตก ฝ่ายเรายกพลขึ้นฝั่งไปตัดหัวปมบังคับหางเส้นสมอ เรือที่เหลือยามโยงสมอจึงลอยหมดอำนาจ เคลื่อนที่ไม่ได้ ฝ่ายเราจึงเร่งเข้าคว้าทำลายให้สิ้นซากก่อนรุ่งสาง,เพราะการตัดเส้นสมอให้เรือศัตรูอับปาง จึงไม่อาจหนีหรือรวมกองใหม่ได้ ฝ่ายเราจึงทำลายซากเรือและกำลังพลให้สิ้นเชิง ปราศจากโอกาสฟื้นกำลังทางน้ำตามหลักตีเรืออับปาง
ตีเรืออับปาง,ยามพ่าย,เมื่อศัตรูปราชัยหรืออ่อนแอในการรบทางน้ำ ให้รีบดำเนินการจู่โจมฝูงเรือที่เหลืออยู่ ให้กลายเป็นซากปรักหักพัง ไม่เหลือซากเพื่อไม่ให้ฟื้นกำลังใหม่ เปรียบดุจปลาที่ขาดน้ำย่อมสิ้นใจ,กองเรือข้าศึกแตกกระจายหลังโดนปืนใหญ่ฝั่งระดมยิง กลางคืนเราส่งเรือเร็วติดดาบเข้าถล่มซากเรือที่ล่องลอยบ้าง จมบ้างจนไม่เหลือซาก จากนั้นจึงเก็บอาวุธและทรัพย์สินที่ลอยอยู่ในน้ำกลับมาใช้,เพราะการตามเก็บซากและจู่โจมซากเรือในเวลาที่ศัตรูยังเสียขวัญ ทำให้ศัตรูหมดกำลังใจและไม่อาจฟื้นฟูกองเรือคืนได้ เปิดโอกาสให้เราครอบครองเส้นทางน้ำและทรัพยากรทั้งหมด
ตีเรืออับปาง,ยามพ่าย,เมื่อศัตรูปราชัยหรืออ่อนแอในการรบทางน้ำ ให้รีบดำเนินการจู่โจมฝูงเรือที่เหลืออยู่ ให้กลายเป็นซากปรักหักพัง ไม่เหลือซากเพื่อไม่ให้ฟื้นกำลังใหม่ เปรียบดุจปลาที่ขาดน้ำย่อมสิ้นใจ,ฝ่ายเราปล่อยข่าวลวงว่าพักฟื้นกำลังเรือที่เกยตื้นกลางน้ำ ศัตรูจึงส่งเรือยกพลข้ามลำน้ำเข้าเก็บกู้ซาก กลับถูกเรือเร็วจู่โจมกราดยิงจนจมยกร่อง ทั้งซากและกำลังเสริมจึงถูกทำลายจนสิ้น,เพราะการหลอกล่อด้วยภาพพักฟื้น ทำให้ศัตรูไม่ระวังและเข้ามาในระยะที่ถูกโจมตีได้ง่าย เมื่อจู่โจมจนเรือจมและสูญเสบียงทั้งหมด ศัตรูจึงหมดหนทางฟื้นฟูกำลังทางเรือ
ตีเรืออับปาง,ยามพ่าย,เมื่อศัตรูปราชัยหรืออ่อนแอในการรบทางน้ำ ให้รีบดำเนินการจู่โจมฝูงเรือที่เหลืออยู่ ให้กลายเป็นซากปรักหักพัง ไม่เหลือซากเพื่อไม่ให้ฟื้นกำลังใหม่ เปรียบดุจปลาที่ขาดน้ำย่อมสิ้นใจ,หลังศึกกลางลำน้ำ เราเบี่ยงกำลังป้อมปืนไปบนฝั่งสกัดการหนีของเรือศัตรูที่พยายามล่องขึ้นแม่น้ำเล็ก ฝ่ายเรือเร็วจึงดักที่ปากน้ำลำธาร จู่โจมจนเรือแตกเป็นเสี่ยง ไม่สามารถหลบหนีผ่านลำธารกลับไปได้,เพราะการประสานกำลังปืนฝั่งกับเรือเร็ว ทำให้เรือศัตรูที่กำลังอ่อนล้าไม่อาจหาทางหนี ในน้ำตื้นหรือแม่น้ำเล็กถูกโจมตีจนอับปาง และไม่อาจฟื้นกำลังใหม่ตามคำสอน “อ่อนแอจงตี” ได้อีกต่อไป
เรือนว่าง,ยามพ่าย,"หมายถึงการแสร้งทำเป็นว่างเปล่า หรือไม่มีกองกำลังทหารอยู่ในเมืองหรือค่าย เพื่อหลอกล่อให้ศัตรูเกิดความประมาทและยกทัพบุกเข้ามา ซึ่งเมื่อศัตรูหลงกลก็จะสามารถใช้กลอุบายซุ่มกำลังทหารโจมตีหรือทำลายกองทัพของศัตรูได้โดยง่าย ตำราพิชัยสงครามกล่าวไว้ว่า ""รุกเข้าช่องว่าง โจมตีเมื่อศัตรูไม่มีขุนพล"" โดยคำว่า ""ช่องว่าง"" หมายความถึง ความว่างเปล่าของกองกำลังทหาร ""โจมตี"" หมายความถึง การโจมตีเอาชนะ ซึ่งหมายความว่า เมื่อศัตรูยกทัพมาจะพบกับความว่างเปล่า แสร้งทำเป็นไม่มีทหารในเมืองหรือค่าย ซึ่งศัตรูย่อมไม่กล้าบุกเข้ามาเพราะเกรงจะต้องกลอุบาย หากบุกเข้าไปก็จักต้องเสียทีให้แก่การซุ่มโจมตีของศัตรู",การนำเอากลยุทธ์เรือนว่างไปใช้ได้แก่ เตียวหุยที่สั่งให้เปิดประตูเมืองหลอกโจโฉให้บุกเข้ามาเพื่อล่อเข้าไปทำร้าย,"เรือนว่าง ยามพ่าย หมายถึงการแสร้งทำให้ศัตรูเห็นว่าพื้นที่หรือเมืองนั้นว่างเปล่า ไม่มีทหารป้องกัน เพื่อหลอกล่อศัตรูให้เกิดความประมาทและยกกองทัพเข้ามาบุก เมื่อศัตรูหลงกลเข้ามาแล้ว ฝ่ายเราใช้กลอุบายซุ่มโจมตีทำลายกองทัพศัตรูได้ง่าย กลยุทธ์นี้เน้นการใช้ช่องโหว่ปลอมสร้างกับดักให้ศัตรูติดกับ ตัวอย่างการใช้กลยุทธ์เรือนว่างคือ เตียวหุยที่สั่งเปิดประตูเมืองหลอกโจโฉให้บุกเข้ามา เพื่อจะได้ล่อให้โจโฉติดกับและโจมตีได้ตามแผน สถานการณ์นี้แสดงให้เห็นการตั้งกับดักโดยแสร้งแสดงความว่างเปล่าเพื่อหลอกล่อและทำลายศัตรูอย่างได้ผลตรงตามหลักของกลยุทธ์เรือนว่าง.
"
เรือนว่าง,ยามพ่าย,แสร้งให้ศัตรูเห็นว่าเมืองหรือค่ายไร้ทหารเฝ้ายาม ยกประตูเปิดกว้างเพื่อชักชวนให้บุกเข้ามา,เตียวหุยสั่งเปิดประตูเมืองจงหยวนไว้เปล่า ๆ เมื่อโจโฉนำทัพบุกเข้าสู่ลานใจกลาง เมื่อนั้นเตียวหุยจึงสั่งหน่วยซุ่มยิงธนูจากกำแพงสองฝั่งพร้อมกันจนโจโฉแตกพ่าย,เพราะการเปิดช่องโหว่ล่อให้ศัตรูเข้าไปในพื้นที่โล่ง ทำให้ศัตรูประมาทไม่ระวัง เมื่อถูกซุ่มโจมตีจากจุดที่เตรียมไว้ จึงเสียกำลังอย่างรวดเร็ว
เรือนว่าง,ยามพ่าย,ปลดกำลังภายนอกให้ดูบางเบา เหลือเพียงเวรยามเล็กน้อย พร้อมปิดประตูรอง เพื่อเชิญชวนให้ศัตรูเข้ามาทดลอง,กองเราปลดเวรยามที่กำแพงชั้นนอกให้เหลือเพียงสิบคน เปิดช่องประตูเล็กเท่านั้น ฝ่ายศัตรูเดินเข้าซอยเล็กเมื่อเห็นกองเราบางเบา จึงเดินเข้ามาเต็มที่ แล้วถูกหน่วยซุ่มในประตูรองยิงสวนจนแตกกระเจิง,เพราะการลดท่าทีแนวป้องกันภายนอก ทำให้ศัตรูชะล่าใจเข้ามาชิมลาง เมื่อกระโจมช่องรองก็โดนยิงสวนจากกำแพงใน สร้างความเสียหายหนักให้ฝ่ายศัตรูในระยะประชิด
เรือนว่าง,ยามพ่าย,แสร้งเคลื่อนกำลังถอยหลังเข้าหากำแพง เปิดให้ศัตรูโล่งใจว่าที่นั่นไม่มีทหาร,ทัพเราถอยหลังเข้ากำแพงเปิดท้องสนามให้โล่ง ฝ่ายศัตรูเดินเข้าใกล้จนลึก เตียวหุยจึงปล่อยควันไฟสัญญาณให้หน่วยซุ่มปลาทั้งลานกระจายยิงปืนใหญ่และธนูจนศัตรูสลายกำลัง,เพราะการล่อให้ศัตรูเดินเข้ามาถึงจุดอับ เปิดลานโล่งให้ประเมินผิด เมื่อสัญญาณควันดังขึ้น ศัตรูกลับไม่ทันหลบยับยั้ง ทำให้ถูกโจมตีจากหลายทิศ
เรือนว่าง,ยามพ่าย,แสร้งย้ายหน่วยหลักไปประจำจุดอื่น เหลือแต่กำลังเล็ก ๆ ทำให้ศัตรูตั้งใจบุกเข้ามาทดสอบ แล้วดักซุ่มโจมตี,ฝ่ายเราย้ายกองหลักไปปรากฏทางทิศตะวันตก ทิ้งเวรยามเตาปูนเพียงเล็กน้อย ฝ่ายศัตรูจึงส่งกำลังเข้าล่อผ่านประตูทิศเหนือ เมื่อเข้ามาจนลึกถูกหน่วยซุ่มในอาคารสกัดทางหนีและล้อมโจมตีจนแตกพ่าย,เพราะศัตรูประมาทว่าพื้นที่นั้นไร้กำลังหลัก เมื่อถูกกับดักซุ่มโจมตีกลางเมือง จึงไม่มีทางหลบหนีหรือรับกำลังเสริม ทำให้พ่ายแพ้อย่างรวดเร็ว
เรือนว่าง,ยามพ่าย,ปิดไฟในเมืองใหญ่ แสร้งให้ร้างผู้คน เหลือตะเกียงเล็กน้อยตามแนวกำแพง เพื่อหลอกล่อศัตรูเข้าในความมืด แล้วเปิดไฟพร้อมยิงโจมตี,เมืองเราเลี้ยงตะเกียงนับสิบตามกำแพงชั้นใน หลอกให้เปิดไฟรบกวนแค่เล็กน้อย ฝ่ายศัตรูยกพลเข้ามาช้าในความมืด พอเข้ามาทุกคนติดกับดักไฟฉายสว่างจากกำแพงในพร้อมเสียงกลองพิณ พลทั้งหมดยิงสวนจนสลาย,เพราะเมื่อตะเกียงถูกฉายสว่างพร้อมเสียงกลอง ศัตรูตระหนกจนตั้งรับไม่ได้ แล้วถูกยิงสวนจากกำแพงใน ทำให้ขวัญกำลังใจพังและความพ่ายแพ้อย่างเฉียบพลัน
บาดเจ็บยอมได้,ยามพ่าย,"หมายถึงการหลอกล่อให้ศัตรูเกิดความประมาท แสร้งทำเป็นอ่อนแอเพลี่ยงพล้ำในการทำศึกสงคราม หรือแสร้งทำเป็นบาดเจ็บเพื่อให้ศัตรูตายใจ เมื่อศัตรูเกิดความประมาทและยกทัพบุกเข้าโจมตี ก็จะฉวยโอกาสเอาชนะได้โดยง่าย คัมภีร์อี๋จิงกล่าวว่า ""เป็นคุณต่อการมีผู้มาเยี่ยม"" โดยคำว่า ""เยี่ยม"" หมายความถึง การโจมตีหรือการบุกเข้าโจมตี และ ""เป็นคุณต่อการมีผู้มาเยี่ยม"" หมายความว่า เมื่อศัตรูบุกมา ก็จักเข้ากลอุบายของตนเอง โดยผู้ที่วางกลอุบายจะเตรียมการรับมือ และฉวยโอกาสทำลายกองทัพของศัตรูให้ย่อยยับ",การนำเอากลยุทธ์บาดเจ็บยอมได้ไปใช้ได้แก่ จิวยี่ที่แสร้งทำเป็นโกรธเคืองขงเบ้งในการทำศึกสงครามกับโจโฉในคราวศึกเซ็กเพ็ก เพื่อต้องการให้โจโฉหลงเชื่อในกลอุบายของตนเอง,"บาดเจ็บยอมได้ ยามพ่าย หมายถึงการแสร้งทำเป็นอ่อนแอ หรือแสดงท่าทางเหมือนกำลังบาดเจ็บหรือเพลี่ยงพล้ำ เพื่อหลอกล่อให้ศัตรูเกิดความประมาทและตายใจ เมื่อศัตรูคิดว่าฝ่ายตนอ่อนแอจึงยกทัพบุกโจมตี ฝ่ายที่แสร้งทำจะเตรียมพร้อมซุ่มโจมตีและฉวยโอกาสทำลายศัตรูได้อย่างง่ายดาย คัมภีร์อี้จิงกล่าวว่า ""เป็นคุณต่อการมีผู้มาเยี่ยม"" หมายถึงเมื่อศัตรูบุกเข้ามา ฝ่ายเราได้เข้ากลอุบายที่วางไว้โดยสมบูรณ์ การนำกลยุทธ์นี้ไปใช้ได้แก่ จิวยี่ที่แสร้งทำเป็นโกรธขงเบ้งในศึกเซ็กเพ็ก เพื่อหลอกให้โจโฉหลงเชื่อและประมาทตามแผน สถานการณ์นี้แสดงให้เห็นการใช้กลยุทธ์หลอกล่อศัตรูให้ตายใจโดยแสร้งอ่อนแอเพื่อเปิดโอกาสโจมตีในเวลาที่เหมาะสม ซึ่งสอดคล้องกับนิยามของกลยุทธ์บาดเจ็บยอมได้อย่างชัดเจน.
"
บาดเจ็บยอมได้,ยามพ่าย,แสร้งทำเป็นอ่อนแอหรือเพลี่ยงพล้ำ เปิดโอกาสให้ศัตรูประเมินต่ำ แล้วรอจังหวะโจมตีสวนกลับเมื่อเขาประมาท,จิวยี่แสร้งโมโหขงเบ้ง จนถูกลดบทบาท ทำให้โจโฉเข้าใจว่าจิวยี่ไม่ไว้ใจพันธมิตร ฝ่ายโจโฉจึงตั้งการ์ดต่ำ เมื่อจิวยี่หย่อนแผนรุก โจโฉบุกเข้ามาครึ่งสนาม รอจังหวะจู่โจมสวนกลับจนเขาพ่ายย่อยยับ,การใช้ภาพลักษณ์อ่อนแอและขัดแย้งภายใน ทำให้ศัตรูเกิดความสบายใจว่าจะชนะง่าย เมื่อเดินทัพเข้ามาขวางทางถูกกับดักจึงเสียกำลังและขวัญกำลังใจ
บาดเจ็บยอมได้,ยามพ่าย,แสร้งถอนกำลังบางส่วน ดูเหมือนกำลังถดถอย เสมือนบาดเจ็บหนัก เพื่อชักชวนให้ศัตรูตามเข้ามาเต็มที่ แล้วตัดโอกาสหนีด้วยกับดัก,กองทัพเราถอนกองหน้าไปหลังแนว เขตหน้าเหลือเพียงเวรยามน้อย ศัตรูจึงยกพลเข้าปะทะเต็มแรง เมื่อเข้าลึกหน่วยดักซุ่มจึงปิดประตูและเข้าล้อมรอบทำลายให้สิ้นซาก,เพราะการลดกำลังหน้าให้ดูร้าง ทำให้ศัตรูเดินเข้ามาไม่ระวัง เมื่อถูกตัดทางถอยและล้อมรอบในเขตที่เราเตรียมไว้ เขาจึงเสียท่าพ่ายแพ้
บาดเจ็บยอมได้,ยามพ่าย,ปล่อยข่าวลือว่าทหารกองหนึ่งบาดเจ็บล้มตายหลายราย ให้ศัตรูประเมินว่ากำลังเราพร้อมสู้ต่ำ แล้วใช้กำลังสำรองซุ่มรอจังหวะถล่ม,แพร่ข่าวว่ากองพลม้าเราพ่ายในแนวค่ายกลางคืน ฝ่ายศัตรูจึงส่งกองยานยนต์เข้าชาร์จตอนเช้า แต่กลับเจอกำลังสำรองที่ซ่อนอยู่ในค่ายหน้า พี่จู่โจมจนคาราวานแตกยับ,การสร้างข้อมูลเท็จเรื่องความอ่อนแอ ทำให้ศัตรูตั้งการ์ดต่ำและเคลื่อนพลเข้ามาเต็มที่ เมื่อซุ่มกำลังสำรองโจมตี ทัพเขาจึงเสียขวัญและแตกกระจัดกระจาย
บาดเจ็บยอมได้,ยามพ่าย,แสร้งใช้กองกำลังน้อยกว่าปกติ พยายามโชว์อาการบาดเจ็บของแม่ทัพหรือผู้บัญชาการ ให้ศัตรูมั่นใจว่าสู้ได้ง่าย แล้วปิดวงล้อมโจมตี,แม่ทัพเราแสดงท่าทางเดินเซ บาดเจ็บขาขวาง ทหารดูแลใกล้ชิด ศัตรูจึงตัดสินใจยกทัพบุกเข้าประชิด พอเข้ามาใกล้ ออกคำสั่งทหารรักษาการยึดไฟสัญญาณเปิดทางหน่วยม้าเร็วล้อมโจมตีจนแตกพ่าย,การอวดอาการบาดเจ็บของแม่ทัพ ทำให้ศัตรูประเมินต่ำว่ากองทัพเราขวัญกำลังใจย่ำแย่ เมื่อเข้ามาใกล้ถูกซุ่มโจมตี จึงเสียกำลังและถอยหนีกระเจิง
